B, 0100, 250, 10, 317
A, 0000, 500, 10, 630
A, 0010, 500, 10, 644
A, 0020, 500, 10, 573
A, 0030, 500, 10, 621
A, 0040, 500, 10, 1024
A, 0050, 500, 10, 702
A, 0100, 500, 10, 564
A, 0110, 500, 10, 612
A, 0120, 500, 10, 543
A, 0130, 500, 10, 627
A, 0140, 500, 10, 986
A, 0150, 500, 10, 660
A, 1000, 500, 10, 597
A, 1010, 500, 10, 664
A, 1020, 500, 10, 586
A, 1030, 500, 10, 609
A, 1040, 500, 10, 990
A, 1050, 500, 10, 703
A, 1100, 500, 10, 585
A, 1110, 500, 10, 636
A, 1120, 500, 10, 568
A, 1130, 500, 10, 586
A, 1140, 500, 10, 984
A, 1150, 500, 10, 689
B, 0120, 500, 10, 543
A, 0000, 900, 10, 669
A, 0010, 900, 10, 674
A, 0020, 900, 10, 589
A, 0030, 900, 10, 639
A, 0040, 900, 10, 1369
A, 0050, 900, 10, 738
A, 0100, 900, 10, 579
A, 0110, 900, 10, 647
A, 0120, 900, 10, 578
A, 0130, 900, 10, 606
A, 0140, 900, 10, 1371
A, 0150, 900, 10, 697
A, 1000, 900, 10, 628
A, 1010, 900, 10, 702
A, 1020, 900, 10, 607
A, 1030, 900, 10, 639
A, 1040, 900, 10, 1339
A, 1050, 900, 10, 729
A, 1100, 900, 10, 664
A, 1110, 900, 10, 651
A, 1120, 900, 10, 600
A, 1130, 900, 10, 619
A, 1140, 900, 10, 1375
A, 1150, 900, 10, 697
B, 0120, 900, 10, 578
